scenario,year,zone,CAR,ARTIC,RIGID,VAN,CAR_AV,ARTIC_AV,RIGID_AV,VAN_AV,TOTAL
02-HighlyConnected,2020,E07000152,1831412.46,173931.8,93076.84,526229.94,0.0,0.0,0.0,0.0,2624651.04
02-HighlyConnected,2020,E07000153,1651806.17,184250.11,79689.5,457606.82,0.0,0.0,0.0,0.0,2373352.5999999996
02-HighlyConnected,2020,E06000056,5448642.32,533127.6,294404.9,1700762.2,0.0,0.0,0.0,0.0,7976937.02
02-HighlyConnected,2020,E06000055,2054534.91,88040.53,74950.27,502809.6,0.0,0.0,0.0,0.0,2720335.31
02-HighlyConnected,2020,E07000242,1884079.23,40554.86,69717.91,516799.64,0.0,0.0,0.0,0.0,2511151.64
02-HighlyConnected,2020,E07000243,661740.52,11368.28,16026.36,148896.54,0.0,0.0,0.0,0.0,838031.7000000001
02-HighlyConnected,2020,E07000240,3865943.01,351690.02,186813.12,916036.18,0.0,0.0,0.0,0.0,5320482.329999999
02-HighlyConnected,2020,E07000241,1568456.22,34105.68,54785.32,336872.99,0.0,0.0,0.0,0.0,1994220.21
02-HighlyConnected,2020,E07000008,612334.96,27587.34,19236.06,162504.45,0.0,0.0,0.0,0.0,821662.8099999999
02-HighlyConnected,2020,E07000009,1534078.77,139264.99,77170.31,451107.74,0.0,0.0,0.0,0.0,2201621.81
02-HighlyConnected,2020,E07000004,2775237.71,84033.03,95726.93,612348.58,0.0,0.0,0.0,0.0,3567346.25
02-HighlyConnected,2020,E07000005,1491900.63,59550.54,59321.63,299451.78,0.0,0.0,0.0,0.0,1910224.58
02-HighlyConnected,2020,E07000006,4021799.87,176456.79,179058.29,860804.23,0.0,0.0,0.0,0.0,5238119.18
02-HighlyConnected,2020,E07000007,2881203.73,119790.29,111574.85,703553.54,0.0,0.0,0.0,0.0,3816122.41
02-HighlyConnected,2020,E07000011,3885095.96,550339.36,195485.61,900945.62,0.0,0.0,0.0,0.0,5531866.550000001
02-HighlyConnected,2020,E07000012,4498277.66,426561.13,207774.67,1141617.13,0.0,0.0,0.0,0.0,6274230.59
02-HighlyConnected,2020,E07000010,806308.24,66181.9,42226.08,210805.86,0.0,0.0,0.0,0.0,1125522.08
02-HighlyConnected,2020,E06000032,920369.09,50347.49,33694.48,243524.22,0.0,0.0,0.0,0.0,1247935.28
02-HighlyConnected,2020,E06000030,2717537.31,169021.16,96620.25,684356.04,0.0,0.0,0.0,0.0,3667534.7600000002
02-HighlyConnected,2020,E06000031,2524410.11,169067.88,92982.31,579955.85,0.0,0.0,0.0,0.0,3366416.1499999994
02-HighlyConnected,2020,E07000102,2751335.33,155596.23,123968.41,549388.6,0.0,0.0,0.0,0.0,3580288.5700000003
02-HighlyConnected,2020,E07000103,548187.34,2796.49,12349.68,124232.06,0.0,0.0,0.0,0.0,687565.57
02-HighlyConnected,2020,E07000099,2045869.66,49164.54,60967.7,405543.74,0.0,0.0,0.0,0.0,2561545.64
02-HighlyConnected,2020,E07000095,681803.76,21283.64,35743.27,197453.45,0.0,0.0,0.0,0.0,936284.12
02-HighlyConnected,2020,E07000096,1923035.04,77787.13,72315.97,455489.34,0.0,0.0,0.0,0.0,2528627.48
02-HighlyConnected,2020,E07000098,2623283.63,154150.84,131331.68,676464.21,0.0,0.0,0.0,0.0,3585230.3599999994
02-HighlyConnected,2030,E07000180,2881225.61,165259.87,142678.64,754941.91,43187.78,2898.66,2454.75,10825.67,4003472.89
02-HighlyConnected,2030,E07000181,1233110.34,36245.33,56471.84,324262.91,18532.41,656.25,949.12,5181.67,1675409.87
02-HighlyConnected,2030,E07000177,5220860.97,405563.35,255276.31,1327819.17,80173.32,6447.84,3389.49,20757.41,7320287.8599999985
02-HighlyConnected,2030,E07000178,734621.85,17919.13,22399.23,138549.86,10763.47,348.81,347.87,2124.34,927074.5599999999
02-HighlyConnected,2030,E07000179,3343703.06,158654.21,155161.72,825752.37,50937.72,2678.23,2045.53,12859.23,4551792.07
02-HighlyConnected,2030,E06000042,3908642.43,391313.47,182017.77,1010902.68,59067.16,6381.27,2776.25,14854.59,5575955.62
02-HighlyConnected,2030,E07000154,2040374.63,64147.37,60743.4,409160.22,30604.32,943.45,904.52,6059.54,2612937.45
02-HighlyConnected,2030,E07000155,4045585.91,500310.44,218905.06,1137838.32,61163.06,8094.88,3239.36,16176.51,5991313.54
02-HighlyConnected,2030,E07000156,1346128.45,57294.05,46151.88,282993.3,20563.77,904.75,677.57,4153.56,1758867.3299999998
02-HighlyConnected,2030,E07000150,395038.9,16665.73,19419.61,116922.3,6033.94,196.5,308.7,1795.92,556381.6000000001
02-HighlyConnected,2030,E07000151,4085661.26,611021.83,250224.49,1163992.37,61191.95,9931.64,3966.81,16475.28,6202465.63
02-HighlyConnected,2030,E07000152,1988498.68,185311.8,100158.63,589940.41,29778.8,2663.97,1723.25,9044.36,2907119.9
02-HighlyConnected,2030,E07000153,1804422.73,204996.48,90246.81,530616.07,27172.06,3003.83,1388.24,8048.64,2669894.86
02-HighlyConnected,2030,E06000056,6191883.13,621092.43,332876.89,1844232.78,93078.21,10244.11,4879.65,28046.69,9126333.89
02-HighlyConnected,2030,E06000055,2260765.93,97376.42,82802.77,587470.2,32762.01,1493.38,1547.84,8881.45,3073100.0000000005
02-HighlyConnected,2030,E07000242,2038435.74,42687.35,73565.61,589204.66,31646.24,634.79,1231.76,8777.79,2786183.9400000004
02-HighlyConnected,2030,E07000243,673870.64,12873.08,17123.41,165298.44,10125.29,235.7,206.46,2505.77,882238.7899999999
02-HighlyConnected,2030,E07000240,4384397.96,412668.57,213390.34,978644.01,66876.9,6687.85,3253.71,14887.63,6080806.970000001
02-HighlyConnected,2030,E07000241,1530012.94,39483.79,58761.79,367508.18,24662.76,598.76,850.6,5534.72,2027413.54
02-HighlyConnected,2030,E07000008,674114.3,28372.85,20777.51,181823.7,10215.94,406.03,319.7,3074.14,919104.1700000002
02-HighlyConnected,2030,E07000009,1664765.86,150283.76,85356.6,509422.54,24116.04,2374.47,1516.56,7756.75,2445592.58
02-HighlyConnected,2030,E07000004,3110913.48,94750.55,107451.96,709446.98,48211.57,1582.33,1473.94,9939.11,4083769.92
02-HighlyConnected,2030,E07000005,1639080.33,72148.01,71563.56,349108.52,25551.68,1166.84,1110.4,5442.69,2165172.03
02-HighlyConnected,2030,E07000006,4492851.42,208534.81,206212.7,940502.54,69637.5,3347.99,3106.76,15165.95,5939359.67
02-HighlyConnected,2030,E07000007,3105691.76,135859.93,119838.27,761097.21,47537.6,2213.83,1889.4,11549.87,4185677.87
02-HighlyConnected,2030,E07000011,4091364.95,579939.28,206456.58,971655.01,62354.85,9265.24,2919.12,14485.97,5938441.0
02-HighlyConnected,2030,E07000012,4769967.88,444952.62,225239.89,1265708.23,71714.53,7407.42,3491.36,19892.65,6808374.58
02-HighlyConnected,2030,E07000010,888907.82,71810.02,45692.11,233061.83,12451.93,838.79,767.19,3711.32,1257241.01
02-HighlyConnected,2030,E06000032,1033768.9,58865.8,37393.71,261965.94,15515.27,888.83,597.2,3950.04,1412945.6900000002
02-HighlyConnected,2030,E06000030,3050017.49,193591.72,107262.54,765475.8,46758.61,2980.22,1741.27,11763.53,4179591.1800000006
02-HighlyConnected,2030,E06000031,2782363.64,177632.62,99918.77,653018.72,43179.18,2501.73,1430.38,9829.86,3769874.9
02-HighlyConnected,2030,E07000102,3076727.21,189466.5,149553.62,643061.69,46797.83,3128.55,2396.54,10145.33,4121277.27
02-HighlyConnected,2030,E07000103,604253.8,2993.43,13436.66,135422.64,9014.99,24.28,246.01,2008.74,767400.5500000002
02-HighlyConnected,2030,E07000099,2078975.7,54459.04,64594.9,446437.95,31353.27,939.44,985.15,6813.97,2684559.42
02-HighlyConnected,2030,E07000095,728210.68,23304.86,37294.25,224914.23,11165.42,387.66,562.25,3398.83,1029238.18
02-HighlyConnected,2030,E07000096,2112161.64,90904.37,81503.92,516567.31,32460.89,1525.72,1340.65,7820.6,2844285.1
02-HighlyConnected,2030,E07000098,2828637.41,175266.84,144377.35,714855.56,43559.52,2928.02,2436.37,11029.83,3923090.9000000004
02-HighlyConnected,2040,E07000180,2702336.97,151067.13,137749.17,776686.57,475635.67,28085.53,25069.95,136647.89,4433278.88
02-HighlyConnected,2040,E07000181,1245798.34,32900.43,53832.82,322341.35,222333.1,5981.35,9454.93,54687.31,1947329.63
02-HighlyConnected,2040,E07000177,5170620.78,379781.82,246287.28,1266020.0,907820.45,66752.03,44197.03,219243.5,8300722.890000001
02-HighlyConnected,2040,E07000178,725251.41,16897.45,21192.41,139401.4,128931.51,3079.24,3948.09,24517.05,1063218.56
02-HighlyConnected,2040,E07000179,3376497.6,155239.5,151109.07,821282.75,592822.54,26921.34,27444.6,145499.71,5296817.109999999
02-HighlyConnected,2040,E06000042,4071953.72,400279.73,176011.45,972363.58,716423.33,72107.18,30752.18,170499.92,6610391.090000001
02-HighlyConnected,2040,E07000154,1999077.46,60551.01,57192.72,409199.07,354563.85,11225.0,10622.09,72821.29,2975252.4899999998
02-HighlyConnected,2040,E07000155,4096025.47,501465.25,214425.75,1092281.12,716600.23,91139.95,37679.39,192326.27,6941943.430000001
02-HighlyConnected,2040,E07000156,1295668.69,50637.52,40912.17,279044.53,229406.68,9232.05,7379.24,50592.66,1962873.54
02-HighlyConnected,2040,E07000150,394956.34,16570.32,18941.66,122396.3,70017.65,2855.23,3575.07,21372.82,650685.39
02-HighlyConnected,2040,E07000151,4197249.3,608417.74,244311.92,1079498.45,735538.74,107531.86,43839.47,190403.82,7206791.3
02-HighlyConnected,2040,E07000152,1862008.75,164506.29,87789.36,556649.17,329719.67,29283.42,15451.43,100159.48,3145567.5700000003
02-HighlyConnected,2040,E07000153,1729999.48,189799.57,86255.73,542623.86,302905.68,32191.37,15998.05,94883.92,2994657.66
02-HighlyConnected,2040,E06000056,6485335.09,638972.41,327539.0,1813169.07,1135904.86,114121.75,57649.45,319214.11,10891905.74
02-HighlyConnected,2040,E06000055,2255077.13,92669.43,80598.14,610530.72,395528.72,16219.53,13745.3,108546.24,3572915.21
02-HighlyConnected,2040,E07000242,1955825.22,38157.0,68707.91,582178.77,340781.44,5834.36,12087.58,105174.36,3108746.6399999997
02-HighlyConnected,2040,E07000243,637081.93,13187.09,16149.03,163324.65,111678.54,2424.22,3203.2,29127.14,976175.7999999999
02-HighlyConnected,2040,E07000240,4548684.13,427739.27,213553.35,959974.84,798810.26,76684.06,37457.6,168221.61,7231125.12
02-HighlyConnected,2040,E07000241,1379226.77,41190.36,58076.0,361417.91,246976.84,7499.85,10333.28,63465.57,2168186.58
02-HighlyConnected,2040,E07000008,666176.4,25805.43,19371.6,181431.16,116891.51,4653.76,3324.86,33037.49,1050692.21
02-HighlyConnected,2040,E07000009,1619074.6,136122.89,82239.47,509606.59,281884.38,23182.16,13215.72,91151.89,2756477.7
02-HighlyConnected,2040,E07000004,3118395.66,91726.65,104612.01,731432.06,546555.89,15982.36,19074.14,127620.46,4755399.2299999995
02-HighlyConnected,2040,E07000005,1679610.3,77642.93,76392.55,372896.92,296167.26,13920.18,13759.0,64807.65,2595196.79
02-HighlyConnected,2040,E07000006,4758346.27,217122.14,211401.25,950430.34,839635.57,38330.46,37553.36,166763.47,7219582.859999999
02-HighlyConnected,2040,E07000007,3092955.97,134263.62,115406.8,737237.99,541290.44,23121.25,20265.17,129268.4,4793809.640000001
02-HighlyConnected,2040,E07000011,3896501.56,526662.41,191514.55,929055.76,681481.88,91555.35,34529.02,167756.71,6519057.239999999
02-HighlyConnected,2040,E07000012,4571699.84,392389.54,208075.9,1247131.53,800211.15,68448.84,36564.64,226770.96,7551292.399999999
02-HighlyConnected,2040,E07000010,874852.28,69238.95,43540.06,230434.17,150341.71,10592.99,7059.83,41012.08,1427072.0699999998
02-HighlyConnected,2040,E06000032,1054869.92,60712.26,35984.04,255792.43,185174.01,10809.6,6308.6,45703.59,1655354.45
02-HighlyConnected,2040,E06000030,3106241.01,192049.58,104410.1,765780.12,548805.02,33909.52,18393.7,135008.7,4904597.75
02-HighlyConnected,2040,E06000031,2748805.71,159697.5,92135.85,645656.79,485134.3,28439.55,16171.15,114328.74,4290369.59
02-HighlyConnected,2040,E07000102,3221988.61,203723.16,160000.48,701853.3,568084.95,36762.49,29142.59,122745.77,5044301.35
02-HighlyConnected,2040,E07000103,611480.63,2673.51,12671.77,130380.22,106928.25,591.73,2382.0,22930.92,890039.03
02-HighlyConnected,2040,E07000099,1868390.92,53953.95,60416.53,440864.45,327644.82,9829.96,11440.18,78806.64,2851347.4499999997
02-HighlyConnected,2040,E07000095,732444.58,21382.85,34850.77,226276.79,129595.17,3981.5,6342.33,40610.03,1195484.02
02-HighlyConnected,2040,E07000096,2152045.05,94085.43,81109.22,536087.77,377843.08,16978.33,14398.51,92638.82,3365186.21
02-HighlyConnected,2040,E07000098,2801855.46,175536.66,134804.18,685101.21,490742.32,31807.76,23861.28,120242.88,4463951.75
02-HighlyConnected,2050,E07000180,2575193.67,131155.68,124200.23,789198.74,1099338.23,55479.4,56839.3,331650.68,5163055.93
02-HighlyConnected,2050,E07000181,1264029.14,27691.8,47490.71,314191.25,540749.68,12426.86,21233.86,135876.91,2363690.21
02-HighlyConnected,2050,E07000177,5252306.92,331879.94,225031.45,1200857.79,2274972.73,141843.62,97380.89,504315.06,10028588.4
02-HighlyConnected,2050,E07000178,700313.66,15183.8,18934.03,140523.0,298892.64,6506.08,8233.75,59534.06,1248121.02
02-HighlyConnected,2050,E07000179,3502092.53,142726.53,139225.67,828052.23,1503240.74,61195.16,61292.0,349796.54,6587621.4
02-HighlyConnected,2050,E06000042,4257061.9,390417.86,165446.04,953892.91,1831890.86,169324.59,71207.59,418142.92,8257384.670000001
02-HighlyConnected,2050,E07000154,1990523.16,55030.89,53406.76,414011.27,858611.93,24293.4,23312.34,176674.61,3595864.3600000003
02-HighlyConnected,2050,E07000155,4183874.91,474265.59,199276.99,1048407.03,1803053.87,205435.72,85500.06,452746.05,8452560.219999999
02-HighlyConnected,2050,E07000156,1259399.42,43897.8,36276.79,280016.29,542066.8,18849.65,15235.55,120209.61,2315951.91
02-HighlyConnected,2050,E07000150,386747.82,14118.71,17871.89,126115.77,164672.14,6546.3,7803.82,54074.59,777951.04
02-HighlyConnected,2050,E07000151,4309677.49,568856.05,228202.2,1004155.38,1848119.42,250006.48,98974.03,429091.32,8737082.370000001
02-HighlyConnected,2050,E07000152,1794663.41,139286.29,78213.4,536759.84,774969.03,60095.48,31880.98,225577.19,3641445.62
02-HighlyConnected,2050,E07000153,1656365.05,161944.84,78883.44,542839.49,714640.48,71602.89,33779.76,231049.21,3491105.16
02-HighlyConnected,2050,E06000056,6832165.72,617998.18,309977.81,1796791.2,2934044.94,269880.32,132882.8,781557.78,13675298.75
02-HighlyConnected,2050,E06000055,2281829.16,82835.63,74330.75,643276.26,983079.34,36241.44,32095.71,278548.9,4412237.1899999995
02-HighlyConnected,2050,E07000242,1857392.47,32537.61,61219.39,601179.3,806660.77,14198.93,28349.1,253097.36,3654634.93
02-HighlyConnected,2050,E07000243,638059.37,12680.97,15388.84,163933.25,273464.07,5352.13,6498.11,69845.87,1185222.6099999999
02-HighlyConnected,2050,E07000240,4797937.69,423751.95,208296.01,966865.07,2059764.87,183759.77,89720.32,418934.36,9149030.040000001
02-HighlyConnected,2050,E07000241,1268985.45,40191.69,54850.1,363341.72,548068.91,17175.53,23675.78,153058.58,2469347.76
02-HighlyConnected,2050,E07000008,650699.9,21782.18,17940.94,183458.53,278747.93,9133.16,7819.85,79850.53,1249433.02
02-HighlyConnected,2050,E07000009,1583483.86,117106.67,72814.1,504780.89,675217.37,49916.04,32542.06,217991.02,3253852.01
02-HighlyConnected,2050,E07000004,3188591.83,79882.59,100175.07,758675.37,1375054.93,33546.78,41599.91,324643.72,5902170.199999999
02-HighlyConnected,2050,E07000005,1817258.08,81643.52,79002.89,408013.67,772155.14,34862.65,33610.34,174519.81,3401066.1
02-HighlyConnected,2050,E07000006,5160867.54,215146.8,206923.44,982132.83,2202153.65,92994.95,88399.88,418389.19,9367008.28
02-HighlyConnected,2050,E07000007,3183325.46,123617.18,106847.82,723010.03,1372526.11,52726.13,46730.08,309083.79,5917866.6
02-HighlyConnected,2050,E07000011,3791151.14,456354.47,171012.63,891936.42,1631008.14,191993.93,68758.19,381798.28,7584013.2
02-HighlyConnected,2050,E07000012,4459020.78,333730.21,182817.04,1259908.93,1914781.73,139281.22,79223.24,539780.37,8908543.52
02-HighlyConnected,2050,E07000010,860183.36,60273.07,37634.82,226137.35,375743.47,26233.69,16677.87,95970.69,1698854.3199999998
02-HighlyConnected,2050,E06000032,1124799.41,59551.15,34814.17,264979.18,484733.91,25835.85,14503.14,114113.79,2123330.5999999996
02-HighlyConnected,2050,E06000030,3200780.04,183148.2,95522.3,765573.56,1375784.05,79685.45,41004.22,325371.94,6066869.760000001
02-HighlyConnected,2050,E06000031,2690600.84,138206.04,83154.3,636543.91,1150249.85,59891.22,34130.53,274811.75,5067588.4399999995
02-HighlyConnected,2050,E07000102,3501739.47,211907.44,166126.62,781283.7,1494399.91,91313.78,71317.7,334041.12,6652129.74
02-HighlyConnected,2050,E07000103,624455.81,2709.4,11779.7,130830.4,266312.16,1108.13,5050.81,55452.49,1097698.9
02-HighlyConnected,2050,E07000099,1824970.96,49838.31,57062.84,446309.55,774799.22,20958.33,24220.43,189284.65,3387444.29
02-HighlyConnected,2050,E07000095,731370.66,20256.6,32453.32,237965.38,315248.87,8899.84,14546.42,101481.34,1462222.43
02-HighlyConnected,2050,E07000096,2216540.97,91901.19,79834.83,562183.02,952129.0,40144.12,33717.23,243117.03,4219567.390000001
02-HighlyConnected,2050,E07000098,2832085.19,166372.41,124217.67,670624.44,1216162.15,72292.49,54131.18,286661.29,5422546.82
03-AdaptedFleet,2015,E07000180,2488103.31,139431.74,110701.42,568522.75,0.0,0.0,0.0,0.0,3306759.2199999997
03-AdaptedFleet,2015,E07000181,1137466.17,31754.13,51915.14,287100.18,0.0,0.0,0.0,0.0,1508235.6199999999
03-AdaptedFleet,2015,E07000177,4569158.21,348641.87,214167.29,1195317.54,0.0,0.0,0.0,0.0,6327284.91
03-AdaptedFleet,2015,E07000178,669842.27,13947.18,20508.86,116247.34,0.0,0.0,0.0,0.0,820545.6500000001
03-AdaptedFleet,2015,E07000179,3012651.65,133909.03,137600.38,729314.28,0.0,0.0,0.0,0.0,4013475.34
03-AdaptedFleet,2015,E06000042,3213184.77,310925.45,154605.22,916754.17,0.0,0.0,0.0,0.0,4595469.61
03-AdaptedFleet,2015,E07000154,1813951.15,55458.18,52513.94,339617.03,0.0,0.0,0.0,0.0,2261540.3
03-AdaptedFleet,2015,E07000155,3352269.82,398226.3,180242.73,1028909.6,0.0,0.0,0.0,0.0,4959648.449999999
03-AdaptedFleet,2015,E07000156,1147236.91,50749.84,41316.85,232692.65,0.0,0.0,0.0,0.0,1471996.25
03-AdaptedFleet,2015,E07000150,327219.06,13739.09,15857.22,89231.31,0.0,0.0,0.0,0.0,446046.68000000005
03-AdaptedFleet,2015,E07000151,3393143.13,499598.58,210553.58,1107914.26,0.0,0.0,0.0,0.0,5211209.55
03-AdaptedFleet,2015,E07000152,1714945.34,169253.34,89471.67,493289.22,0.0,0.0,0.0,0.0,2466959.5700000003
03-AdaptedFleet,2015,E07000153,1562071.35,176280.56,75254.56,427021.51,0.0,0.0,0.0,0.0,2240627.98
03-AdaptedFleet,2015,E06000056,5045892.37,489347.79,273377.32,1620657.17,0.0,0.0,0.0,0.0,7429274.65
03-AdaptedFleet,2015,E06000055,1890045.19,80139.22,71002.32,465115.15,0.0,0.0,0.0,0.0,2506301.88
03-AdaptedFleet,2015,E07000242,1802504.04,36812.85,65370.69,491775.46,0.0,0.0,0.0,0.0,2396463.04
03-AdaptedFleet,2015,E07000243,669999.91,10355.75,15263.54,141125.97,0.0,0.0,0.0,0.0,836745.17
03-AdaptedFleet,2015,E07000240,3584051.44,323367.22,174649.24,887156.04,0.0,0.0,0.0,0.0,4969223.94
03-AdaptedFleet,2015,E07000241,1666298.43,30461.74,52588.52,329721.13,0.0,0.0,0.0,0.0,2079069.8199999998
03-AdaptedFleet,2015,E07000008,596865.91,27768.61,18827.05,153552.62,0.0,0.0,0.0,0.0,797014.19
03-AdaptedFleet,2015,E07000009,1493962.84,133587.71,75595.03,429816.35,0.0,0.0,0.0,0.0,2132961.93
03-AdaptedFleet,2015,E07000004,2487863.47,76091.84,88098.61,571063.96,0.0,0.0,0.0,0.0,3223117.88
03-AdaptedFleet,2015,E07000005,1400480.03,51425.58,50718.43,275384.85,0.0,0.0,0.0,0.0,1778008.8900000001
03-AdaptedFleet,2015,E07000006,3766765.32,157819.14,160819.47,821036.24,0.0,0.0,0.0,0.0,4906440.17
03-AdaptedFleet,2015,E07000007,2697192.92,110027.93,108874.58,687513.54,0.0,0.0,0.0,0.0,3603608.97
03-AdaptedFleet,2015,E07000011,3754862.81,532308.85,186545.95,857699.74,0.0,0.0,0.0,0.0,5331417.35
03-AdaptedFleet,2015,E07000012,4440611.51,422401.39,203198.56,1096615.25,0.0,0.0,0.0,0.0,6162826.709999999
03-AdaptedFleet,2015,E07000010,742236.75,62512.28,40854.67,200045.67,0.0,0.0,0.0,0.0,1045649.3700000001
03-AdaptedFleet,2015,E06000032,856098.89,46572.38,32039.63,235801.88,0.0,0.0,0.0,0.0,1170512.78
03-AdaptedFleet,2015,E06000030,2540377.97,156021.52,90468.74,644366.46,0.0,0.0,0.0,0.0,3431234.6900000004
03-AdaptedFleet,2015,E06000031,2362787.95,163015.8,87626.72,534165.53,0.0,0.0,0.0,0.0,3147596.0
03-AdaptedFleet,2015,E07000102,2511442.99,136367.4,105231.34,501580.32,0.0,0.0,0.0,0.0,3254622.0500000003
03-AdaptedFleet,2015,E07000103,509656.38,2735.58,11749.61,116339.19,0.0,0.0,0.0,0.0,640480.76
03-AdaptedFleet,2015,E07000099,2095230.17,48057.25,57904.09,389889.75,0.0,0.0,0.0,0.0,2591081.26
03-AdaptedFleet,2015,E07000095,674705.54,20003.24,33446.68,187889.75,0.0,0.0,0.0,0.0,916045.21
03-AdaptedFleet,2015,E07000096,1781058.82,71815.13,65576.7,420333.49,0.0,0.0,0.0,0.0,2338784.14
03-AdaptedFleet,2015,E07000098,2568605.1,145592.34,126499.87,666519.61,0.0,0.0,0.0,0.0,3507216.92
03-AdaptedFleet,2020,E07000180,2750372.31,152068.2,123726.2,624977.79,0.0,0.0,0.0,0.0,3651144.5
03-AdaptedFleet,2020,E07000181,1120823.25,31384.4,51785.8,294180.47,0.0,0.0,0.0,0.0,1498173.92
03-AdaptedFleet,2020,E07000177,4886357.34,373590.4,228528.27,1229799.77,0.0,0.0,0.0,0.0,6718275.78
03-AdaptedFleet,2020,E07000178,675896.69,15541.11,20683.64,119197.26,0.0,0.0,0.0,0.0,831318.7
03-AdaptedFleet,2020,E07000179,3113527.49,141719.84,141651.24,737316.43,0.0,0.0,0.0,0.0,4134215.0
03-AdaptedFleet,2020,E06000042,3466634.89,335667.72,159494.13,941656.86,0.0,0.0,0.0,0.0,4903453.600000001
03-AdaptedFleet,2020,E07000154,1910409.89,58493.54,55205.61,354138.71,0.0,0.0,0.0,0.0,2378247.75
03-AdaptedFleet,2020,E07000155,3642833.94,432230.26,189333.64,1056402.58,0.0,0.0,0.0,0.0,5320800.42
03-AdaptedFleet,2020,E07000156,1229556.04,53174.14,42515.31,247084.34,0.0,0.0,0.0,0.0,1572329.83
03-AdaptedFleet,2020,E07000150,359279.22,14159.4,17052.43,94016.07,0.0,0.0,0.0,0.0,484507.12
03-AdaptedFleet,2020,E07000151,3644015.16,535264.21,219546.27,1121858.7,0.0,0.0,0.0,0.0,5520684.34
03-AdaptedFleet,2020,E07000152,1848793.94,173693.52,92546.41,515458.73,0.0,0.0,0.0,0.0,2630492.6
03-AdaptedFleet,2020,E07000153,1672664.79,184719.94,79741.57,450409.98,0.0,0.0,0.0,0.0,2387536.2800000003
03-AdaptedFleet,2020,E06000056,5503097.73,531898.26,291401.96,1675638.88,0.0,0.0,0.0,0.0,8002036.83
03-AdaptedFleet,2020,E06000055,2078933.41,87103.37,74323.0,494410.8,0.0,0.0,0.0,0.0,2734770.58
03-AdaptedFleet,2020,E07000242,1912635.01,40684.44,70185.78,512490.0,0.0,0.0,0.0,0.0,2535995.23
03-AdaptedFleet,2020,E07000243,672686.15,11116.29,16105.78,145561.6,0.0,0.0,0.0,0.0,845469.8200000001
03-AdaptedFleet,2020,E07000240,3909413.35,350552.95,184435.18,904740.47,0.0,0.0,0.0,0.0,5349141.949999999
03-AdaptedFleet,2020,E07000241,1586139.16,33594.66,54893.22,330802.9,0.0,0.0,0.0,0.0,2005429.94
03-AdaptedFleet,2020,E07000008,621092.66,27571.5,18851.75,158740.13,0.0,0.0,0.0,0.0,826256.04
03-AdaptedFleet,2020,E07000009,1551988.26,139759.21,77838.64,447926.75,0.0,0.0,0.0,0.0,2217512.86
03-AdaptedFleet,2020,E07000004,2822640.56,84479.3,96079.24,602436.51,0.0,0.0,0.0,0.0,3605635.61
03-AdaptedFleet,2020,E07000005,1510091.26,59298.51,58611.02,293510.72,0.0,0.0,0.0,0.0,1921511.51
03-AdaptedFleet,2020,E07000006,4072211.92,176458.98,180025.84,848304.88,0.0,0.0,0.0,0.0,5277001.62
03-AdaptedFleet,2020,E07000007,2929702.73,120700.08,112430.26,695799.08,0.0,0.0,0.0,0.0,3858632.15
03-AdaptedFleet,2020,E07000011,3920727.92,551262.47,193774.99,887537.76,0.0,0.0,0.0,0.0,5553303.14
03-AdaptedFleet,2020,E07000012,4554955.98,427519.15,208250.49,1119441.41,0.0,0.0,0.0,0.0,6310167.030000001
03-AdaptedFleet,2020,E07000010,818603.2,66357.44,40963.53,209544.8,0.0,0.0,0.0,0.0,1135468.97
03-AdaptedFleet,2020,E06000032,932188.41,50372.16,33538.3,239203.93,0.0,0.0,0.0,0.0,1255302.8
03-AdaptedFleet,2020,E06000030,2749252.69,168928.17,96438.72,671539.91,0.0,0.0,0.0,0.0,3686159.4899999998
03-AdaptedFleet,2020,E06000031,2552710.43,169610.76,92858.7,566446.45,0.0,0.0,0.0,0.0,3381626.3400000003
03-AdaptedFleet,2020,E07000102,2781422.55,155129.32,122739.6,542497.31,0.0,0.0,0.0,0.0,3601788.78
03-AdaptedFleet,2020,E07000103,559415.95,2763.09,12367.93,121990.88,0.0,0.0,0.0,0.0,696537.8499999999
03-AdaptedFleet,2020,E07000099,2077072.37,49453.75,61257.88,395980.05,0.0,0.0,0.0,0.0,2583764.0500000003
03-AdaptedFleet,2020,E07000095,690194.84,21041.59,35496.58,192975.45,0.0,0.0,0.0,0.0,939708.46
03-AdaptedFleet,2020,E07000096,1945261.53,78423.33,71122.52,445523.03,0.0,0.0,0.0,0.0,2540330.41
03-AdaptedFleet,2020,E07000098,2652283.87,153299.62,130183.05,664121.4,0.0,0.0,0.0,0.0,3599887.9400000004
03-AdaptedFleet,2030,E07000180,3049531.85,165040.61,144325.31,713227.42,22284.48,1253.08,967.23,5173.54,4101803.52
03-AdaptedFleet,2030,E07000181,1443383.43,37463.72,57832.7,315904.76,10403.56,380.95,489.0,2382.21,1868240.3299999998
03-AdaptedFleet,2030,E07000177,5654095.35,402722.54,256234.98,1292163.29,43085.81,3158.96,2171.16,10324.75,7663956.84
03-AdaptedFleet,2030,E07000178,828473.08,18132.66,22981.31,133640.87,6330.86,145.01,184.36,1089.81,1010977.96
03-AdaptedFleet,2030,E07000179,3739433.71,158697.32,158453.38,802442.44,29059.74,1281.04,1321.57,5927.62,4896616.819999999
03-AdaptedFleet,2030,E06000042,4313163.48,394353.92,180483.21,998061.8,32239.64,3045.25,1161.25,7920.85,5930429.4
